,pubchem id,common name,flavor profile
855,61054,4-Methoxybenzyl formate,"{'seaweed', 'fruity', 'anisic', 'floral', 'vanilla'}"
856,61092,Rhodinyl formate,"{'leaf', 'rose dried', 'geranium', 'floral', 'green', 'bitter'}"
857,61093,Rhodinyl butyrate,"{'berry', 'fruity', 'geranium', 'tropical', 'red rose'}"
858,61096,Octyl propionate,"{'fruity', 'sweet', 'floral', 'jammy', 'mushroom', 'green', 'raspberry'}"
859,61098,Linalyl propionate,"{'woody', 'rum', 'lily', 'fresh', 'rose', 'bergamot'}"
860,61124,"2,6,6-Trimethyl-1-cyclohexene-1-acetaldehyde","{'cooling', 'woody', 'fruity', 'beef', 'camphor', 'weedy'}"
861,61125,beta-Caryophyllene alcohol,"{'earth', 'woody', 'warm', 'spicy', 'moss', 'earthy'}"
862,61126,Verbenol,"{'ozone', 'pine', 'fresh'}"
863,61130,Myrtenal,"{'lime', 'cinnamon', 'spicy', 'sweet', 'spice', 'pepper', 'terpene', 'camphor', 'tonka', 'jam'}"
864,61134,Benzyl butyl ether,"{'floral', 'rose'}"
865,61135,2-methylpropyl but-2-enoate,{''}
866,61137,Butyl pentanoate,"{'fruity', 'sweet', 'pineapple', 'green', 'apple', 'tropical', 'raspberry'}"
867,61151,Methyl 2-methoxybenzoate,"{'blackcurrant', 'fruity', 'floral', 'hyacinth', 'cananga', 'herbal'}"
868,61153,2-Methoxystyrene,"{'herbal', 'nutty', 'green', 'ether'}"
869,61155,2-Methoxyphenyl acetate,"{'woody', 'sweet', 'powdery', 'walnut', 'smoky', 'spice', 'dry', 'clove'}"
870,61166,Furfuryl propionate,"{'banana', 'oily', 'fruity', 'spicy', 'sweet', 'green', 'coffee'}"
871,61171,S-Ethyl ethanethioate,"{'sulfury', 'fruity', 'meaty', 'onion', 'garlic', 'coffee'}"
872,61177,Hexyl formate,"{'apple', 'banana', 'unripe plum', 'sweet'}"
873,61184,Isopropyl butyrate,"{'fruit', 'fruity', 'sweet', 'pineapple', 'pungent', 'estery', 'ripe', 'ether'}"
874,61185,Amyl octanoate,"{'wine', 'sweet', 'orris'}"
875,61199,698-10-2,"{'maple', 'fruity', 'sweet', 'caramel', 'spice'}"
876,61200,2-Hydroxy-4-methylbenzaldehyde,"{'bitter', 'almond', 'phenolic'}"
877,61202,1-Phenyl-2-pentanol,"{'sweet', 'mild', 'earthy', 'green'}"
878,61204,delta-Undecalactone,"{'fatty', 'fruity', 'creamy', 'coconut', 'waxy', 'peach'}"
879,61206,Farnesylacetone,"{'creamy', 'wine', 'floral', 'fruity'}"
880,61209,"3-Methylcyclopentane-1,2-dione",{''}
881,61229,4-Formyl-2-methoxyphenyl acetate,"{'creamy', 'sweet', 'powdery', 'heliotropin', 'vanilla'}"
882,61235,3-Nonanone,"{'leaf', 'fruity', 'spicy', 'jasmin', 'sweet', 'fresh', 'herbal'}"
883,61240,2-Acetyl-1-methylpyrrole,{'earthy'}
884,61252,Tetrahydrothiophen-3-one,"{'clam', 'vegetable', 'butter', 'meaty', 'garlic', 'green', 'buttery'}"
885,61260,2-Propionylpyrrole,"{'roast', 'popcorn'}"
886,61261,2-(Methylthio)phenol,"{'meaty', 'onion', 'egg', 'garlic', 'sulfurous'}"
887,61262,Myrtenyl acetate,{''}
888,61270,.alpha.-Campholenyl acetate,"{'woody', 'sweet', 'jammy', 'raspberry', 'ionone'}"
889,61275,Nerol oxide,"{'flower', 'weedy', 'diphenyl oxide', 'oil', 'green', 'narcissus', 'celery', 'cortex', 'herbal'}"
890,61290,Methyl citronellate,"{'fruity', 'brandy', 'sweet', 'geranium', 'floral', 'waxy', 'apple'}"
891,61293,Ethyl 3-hydroxyhexanoate,"{'grape', 'fruity', 'fresh', 'pineapple', 'citrus', 'smoky'}"
892,61295,S-Propyl thioacetate,"{'sulfurous', 'onion', 'garlic', 'green'}"
893,61303,2-Pentadecanone,"{'jasmin', 'celery', 'fresh'}"
894,61304,Heptyl 2-methylpropanoate,"{'grape', 'warm', 'fruity', 'apricot', 'sweet', 'floral', 'green', 'orange', 'pear', 'apple', 'cherry', 'raspberry'}"
895,61325,4077-47-8,"{'mildew', 'maple', 'grape', 'fruity', 'sweet', 'mossy', 'moldy', 'mushroom', 'potato', 'caramel'}"
896,61334,4166-20-5,"{'brown', 'fruity', 'sweet', 'bread', 'molasses', 'tropical', 'caramel', 'toffee', 'sugar', 'baked'}"
897,61337,Allyl 2-furoate,"{'caramel', 'fruity', 'jam'}"
898,61346,1-Octen-3-One,"{'dirty', 'metal', 'mushroom', 'musty', 'earthy', 'herbal'}"
899,61361,Butylphthalide,"{'celery', 'herbal'}"
900,61362,d-Piperitone,"{'peppermint', 'minty'}"
901,61384,2-Phenylethyl hexanoate,"{'woody', 'banana', 'sweet', 'floral', 'waxy', 'pineapple', 'honey', 'green', 'sweaty'}"
902,61386,Isoamyl laurate,"{'fatty', 'rum', 'oily', 'brandy', 'beer', 'waxy', 'wine', 'peach'}"
903,61400,"3,4-Dimethoxystyrene","{'fruity', 'floral', 'green', 'cortex', 'weedy'}"
904,61416,Citronellyl Valerate,"{'warm', 'herb', 'rose', 'honey', 'herbal'}"
905,61435,Linalyl octanoate,"{'fruity', 'sweet', 'green', 'natural', 'dry', 'herbal'}"
906,61450,Ethyl 3-(2-furyl)propionate,"{'pineapple', 'sweet', 'balsam', 'fruity'}"
907,61455,Hexyl isovalerate,"{'unripe fruit', 'strawberry', 'fruity', 'sweet', 'green', 'apple skin'}"
908,61503,D-Lactic acid,"{'acidic', 'odorless'}"
909,61527,"3-Acetyl-2,5-dimethylfuran","{'nutty', 'corn', 'cocoa', 'sweet', 'leather', 'musty', 'earthy'}"
910,61585,Celestolide,"{'woody', 'ambergris', 'cedar', 'animal', 'musk'}"
911,61586,4-(Ethoxymethyl)-2-methoxyphenol,"{'nutmeg', 'rum', 'spicy', 'creamy', 'sweet', 'vanilla', 'alcoholic', 'smoky', 'chocolate'}"
912,61592,Ethyl 3-(methylthio)propionate,"{'sulfury', 'pulpy', 'fruity', 'tomato', 'pineapple', 'ripe', 'metallic'}"
913,61633,"3,4-Dimethyl-1,2-cyclopentanedione","{'maple', 'balsam', 'licorice', 'sweet', 'sugar', 'fenugreek', 'caramel', 'anise'}"
914,61634,13494-07-0,"{'caramel', 'sweet', 'maple'}"
915,61641,Methyl 3-(methylthio)propionate,"{'tomato', 'vegetable', 'sweet', 'onion', 'garlic', 'sulfurous'}"
916,61653,"2,4,5-Trimethylthiazole","{'hazelnut', 'earth', 'nutty', 'cocoa', 'vegetable', 'musty', 'chocolate', 'coffee'}"
917,61656,1-(Methylthio)-2-butanone,"{'fishy', 'mushroom', 'oily', 'garlic'}"
918,61657,2-Methyl-5-(methylthio)furan,"{'mustard', 'sulfury', 'horseradish', 'onion', 'garlic', 'coffee'}"
919,61658,Furfuryl isovalerate,"{'berry', 'grape', 'fruity', 'plum', 'ripe'}"
920,61659,Difurfuryl sulfide,"{'sulfury', 'powerful', 'meaty', 'mushroom', 'earthy', 'coffee'}"
921,61660,S-Furfuryl thioacetate,"{'sulfury', 'nutty', 'burnt', 'roasted', 'roast', 'coffee'}"
922,61661,2-(Methoxymethyl)furan,"{'roasted', 'coffee'}"
923,61662,S-Methyl 2-furancarbothioate,"{'cooked', 'creamy', 'fried', 'onion', 'milky'}"
924,61663,13679-70-4,"{'furfural', 'woody', 'sulfur', 'acetophenone', 'sweet', 'almond', 'cherry'}"
925,61664,13679-85-1,"{'berry', 'sulfur', 'fruity', 'cabbage', 'onion', 'others', 'must'}"
926,61665,13679-86-2,"{'minty', 'green', 'phenolic', 'spice', 'rosemary', 'herbal'}"
927,61670,5-Methylquinoxaline,"{'toasted', 'nutty', 'burnt', 'corn', 'roasted', 'coffee'}"
928,61700,2-Isopropyl-5-methylpyrazine,"{'sweat', 'nutty', 'green', 'earthy', 'coffee'}"
929,61712,4-Ethylsyringol,{''}
930,61715,3-Isobutylpyridine,"{'strong', 'aromatic'}"
931,61743,9-Decenoic acid,"{'fatty', 'fruity', 'waxy', 'soapy', 'green'}"
932,61780,Perillyl acetate,"{'spicy', 'herbal'}"
933,61781,Limonen-10-yl acetate,"{'fruity', 'minty', 'sweet', 'mild'}"
934,61808,2-Isopropyl-4-methylthiazole,"{'fruit', 'nut', 'rooty', 'vegetable', 'green', 'tropical', 'earthy'}"
935,61812,Butyl 2-methylbutyrate,"{'fruit', 'cocoa', 'fruity', 'green', 'chocolate'}"
936,61814,"2,4-Dimethylbenzaldehyde","{'naphthyl', 'cherry', 'almond', 'vanilla', 'spice'}"
937,61840,4-Ethyloctanoic acid,{''}
938,61845,3-(Methylthio)butyraldehyde,"{'buchu', 'potato', 'green', 'chip', 'musk'}"
939,61874,Octadienal,{''}
940,61875,Dec-4-enal,"{'citrus', 'fatty', 'aldehydic', 'orange'}"
941,61918,2-Acetyl-3-ethylpyrazine,"{'oily', 'nutty', 'corn', 'tomato', 'potato', 'popcorn', 'chip', 'earthy'}"
942,61922,4-Methylthio-2-butanone,"{'fruit', 'tomato', 'vegetable', 'sweet', 'potato', 'earthy', 'sulfurous'}"
943,61926,Allyl Methyl Trisulfide,"{'alliaceous', 'creamy', 'onion', 'garlic'}"
944,61942,Piperitenone oxide,"{'minty', 'herbal'}"
945,61953,Theaspirane,"{'woody', 'leaf', 'wet', 'spicy', 'tobacco', 'green', 'metallic', 'tea', 'herbal'}"
946,61955,furan-2-ylmethyl pentanoate,"{'fruity', 'sweet', 'cheesy', 'pineapple', 'apple', 'tropical'}"
947,61982,p-Mentha-8-thiol-3-one,"{'berry', 'sulfury', 'fruity', 'buchu', 'minty', 'green', 'tropical', 'peach'}"
948,61988,2-Acetyl-1-ethylpyrrole,{'nutty'}
949,62003,4-Methylnonanoic acid,{''}
950,62013,3-(Methylthio)hexyl acetate,"{'sulfury', 'spicy', 'vegetable', 'green', 'tropical'}"
951,62069,"2-Ethyl-4,5-dimethyloxazole","{'vegetable', 'creamy', 'earthy', 'green'}"
952,62089,4-Methyloctanoic acid,"{'fatty', 'plastic', 'creamy', 'milk', 'mossy', 'dairy', 'waxy', 'musty'}"
953,62092,p-Tolyl isovalerate,"{'tobacco', 'sweet', 'animal', 'herbal'}"
954,62105,"2,5-Dimethyl-1,4-dithiane-2,5-diol","{'savory', 'pork', 'lamb', 'onion', 'bouillon', 'chicken'}"
955,62117,56424-87-4,{''}
956,62128,2-Methyl-3-tetrahydrofuranthiol,"{'meat', 'beef', 'roasted', 'chicken', 'sulfurous'}"
957,62131,Furfuryl methyl disulfide,"{'fishy', 'sulfury', 'smoke', 'alliaceous', 'meaty', 'roasted', 'coffee'}"
958,62321,Linalyl butyrate,"{'berry', 'banana', 'fruity', 'sweet', 'bergamot', 'pear'}"
959,62328,Terpinyl propionate,"{'citrus', 'geranium', 'old wood', 'green', 'bitter', 'tropical', 'herbal'}"
960,62341,1-Phenylethyl acetate,"{'fruity', 'sweet', 'floral', 'leafy', 'musty', 'green', 'bitter', 'gardenia', 'rhubarb', 'herbal'}"
961,62350,p-Menthan-2-ol,{''}
962,62351,3-(Methylthio)propyl isothiocyanate,"{'vegetable', 'horseradish', 'earthy', 'sulfurous'}"
963,62367,Sabinene hydrate,"{'eucalyptus', 'minty', 'terpene', 'green'}"
964,62374,1125-21-9,"{'woody', 'leaf', 'tobacco', 'sweet', 'musty', 'tea'}"
965,62375,Benzaldehyde dimethyl acetal,"{'sharp', 'hummus', 'fruity', 'almond', 'floral', 'green', 'wine'}"
966,62378,Dihydrojasmone,"{'myrrh', 'woody', 'outdoor', 'jasmin', 'fresh', 'spice', 'herbal'}"
967,62384,"2,2,4-Trimethyl-1,3-dioxolane","{'raw', 'vegetable', 'potato', 'green', 'earthy'}"
968,62385,1195-32-0,"{'styrene', 'guaiacol', 'gasoline', 'spicy', 'citrus', 'phenolic', 'pine', 'clove'}"
969,62424,2-Pentanethiol,"{'sulfury', 'gassy'}"
970,62433,Pentyl valerate,"{'ripe', 'apple', 'fruity'}"
971,62434,Allyl Methyl Disulfide,"{'alliaceous', 'onion', 'garlic', 'green'}"
972,62444,S-Methyl thiobutyrate,"{'sulfury', 'cheese', 'cabbage', 'garlic', 'putrid', 'animal'}"
973,62445,2-Methylbutyl isovalerate,"{'fruity', 'cheese', 'soapy', 'green', 'apple', 'earthy', 'herbal'}"
974,62453,4-Vinylphenol,"{'almond shell', 'sweet', 'medical', 'chemical', 'phenolic'}"
975,62465,4-Ethyl-2-methoxyphenol,"{'spicy', 'bacon', 'smoky', 'phenolic', 'spice', 'clove'}"
976,62484,3-Hydroxy-2-Pentanone,"{'truffle', 'herb', 'herbal'}"
977,62510,"4,5-Dimethylthiazole","{'fishy', 'smoke', 'nutty', 'roasted', 'green', 'roast', 'boiled shrimp'}"
978,62539,"3,4-Hexanedione","{'toasted', 'nutty', 'almond', 'caramel', 'buttery'}"
979,62572,Ethyl 3-hydroxybutyrate,"{'grape', 'fruity', 'marshmallow', 'green', 'apple skin', 'tropical'}"
980,62592,Heptyl butyrate,"{'fruity', 'sweet', 'floral', 'chamomile', 'green', 'tropical', 'tea', 'clean'}"
981,62653,tridec-2-enal,{''}
982,62725,2-Isobutylthiazole,"{'leaf', 'tomato', 'vegetable', 'wasabi', 'privet', 'tomato leaf', 'green', 'metallic', 'earthy'}"
983,62835,28664-35-9,"{'strong', 'maple', 'extremely sweet', 'seedy', 'burnt', 'tobacco', 'fennel', 'celery', 'spice', 'cotton candy', 'caramel', 'smoky', 'sugar', 'coffee'}"
984,62897,Isopropenylpyrazine,"{'roasted', 'nutty', 'caramellic', 'chocolate'}"
985,62900,Whiskey lactone,"{'toasted', 'nutty', 'burnt', 'coconut', 'coumarin', 'celery', 'tonka'}"
986,62901,Octyl 2-furoate,"{'oily', 'creamy', 'waxy', 'mushroom', 'tallow', 'earthy'}"
987,62908,Methyl 2-hydroxy-4-methylpentanoate,"{'sweet', 'musty', 'fruity'}"
988,62913,"2,5-Diethyltetrahydrofuran","{'caramel', 'sweet', 'herbal'}"
989,64685,Borneol,"{'camphor', 'woody', 'pine'}"
990,65064,(-)-Epigallocatechin gallate,{'bitter'}
991,65084,Gallocatechin,{'bitter'}
992,65243,Ginkgolide B,{'bitter'}
993,65285,S-Methyl 2-methylbutanethioate,{''}
994,65289,"4-Acetyl-1,4-dimethyl-1-cyclohexene",{'fruity'}
995,65290,"3-Methyl-1,2,4-trithiane",{''}
996,65413,3-(Methylthio)-1-hexanol,"{'vegetable', 'pepper', 'green', 'melon', 'metallic', 'leafy', 'sulfurous'}"
997,65425,Methyl 4-(methylthio)butyrate,"{'sulfury', 'fruity', 'cheese', 'cabbage', 'pineapple'}"
998,65427,5-Ethyl-2-hydroxy-3-methylcyclopent-2-en-1-one,{''}
999,65428,6-Hydroxydihydrotheaspirane,{''}
1000,65575,Cedrol,"{'woody', 'soft', 'sweet', 'cedarwood', 'dry'}"
1001,65724,Verbenone,"{'camphor', 'celery', 'menthol'}"
1002,66093,Valerophenone,"{'valerian', 'balsam'}"
1003,66282,Allyl methyl sulfide,"{'alliaceous', 'onion', 'garlic'}"
1004,66654,Xanthoxylin,"{'camphor', 'borneol'}"
1005,66751,Octyl benzoate,"{'balsam', 'fruity'}"
1006,66828,(1-Bromovinyl)benzene,{''}
1007,67179,(+)-Linalool,"{'lavender', 'sweet', 'floral', 'petitgrain'}"
1008,67521,"1,2,3,5,6-Pentathiepane",{'mushroom'}
1009,68077,Tangeretin,{'bitter'}
1010,68148,Chavicol,"{'phenol', 'medicine', 'phenolic', 'medicinal'}"
1011,68316,Perillen,"{'wood', 'woody'}"
1012,68346,Artemisia ketone,"{'berry', 'herb', 'green', 'honey', 'mint', 'herbal'}"
1013,68960,Isobutyl isothiocyanate,{'green'}
1014,68972,1-Triacontanol,{''}
1015,69320,2-Propylpyridine,"{'fatty', 'nutty', 'tobacco', 'roasted', 'green'}"
1016,69415,Pentyl isothiocyanate,{'green'}
1017,69600,2-Hydroxy-4-methoxybenzaldehyde,{'vanillin'}
1018,69816,Allyl thiocyanate,{''}
1019,69963,5-Hexen-1-ol,{'green'}
1020,70962,(+)-Isomenthone,{'minty'}
1021,72276,(-)-Epicatechin,{'bitter'}
1022,72277,(-)-Epigallocatechin,{'bitter'}
1023,72304,Isoflavone,{'bitter'}
1024,72344,Nobiletin,{'bitter'}
1025,73467,Verbenalin,{'bitter'}
1026,73750,S-Methyl thioacetate,"{'vegetable', 'cheese', 'dairy', 'cabbage', 'egg', 'sulfurous'}"
1027,75263,Isopropyl isothiocyanate,"{'mustard', 'pungent'}"
1028,75427,(R)-(+)-Citronellal,"{'citrus', 'fresh', 'herbal'}"
1029,75515,S-Methyl hexanethioate,"{'ethereal', 'tropical', 'fruity', 'green'}"
1030,75552,Diallyl tetrasulfide,"{'strong', 'onion', 'garlic'}"
1031,76922,3-Butenyl isothiocyanate,"{'pungent', 'aromatic'}"
1032,77151,Ethyl trisulfide,"{'onion', 'garlic', 'sulfurous'}"
1033,77837,"2,5-Dimethylthiazole","{'roasted', 'nutty'}"
1034,77840,2-Vinylpyrazine,{'nutty'}
1035,77932,Diisopropyl disulfide,"{'alliaceous', 'cabbage', 'meaty', 'onion', 'sulfurous'}"
1036,78120,Hexyl isothiocyanate,"{'sharp', 'green'}"
1037,78151,sec-Butyl isothiocyanate,{''}
1038,78152,Heptyl isothiocyanate,{''}
1039,78160,Erucin,"{'radish', 'cabbage'}"
1040,78199,Ethyl (methylthio)acetate,"{'fatty', 'woody', 'citrus', 'nutty', 'fruity', 'spicy', 'vegetable', 'apricot', 'floral', 'meaty', 'herbaceous', 'green', 'wine_like', 'earthy'}"
1041,78484,1-Methoxyhexane,"{'painty', 'fruity', 'sweet', 'lavender', 'herbal'}"
1042,78879,3-Methyl-3-butenyl acetate,{'fruity'}
1043,78925,2-(Methylthio)ethanol,"{'meaty', 'sulfurous'}"
1044,79023,Diosphenol,"{'buchu', 'blackcurrant', 'minty', 'leaves'}"
1045,79045,"1,2-Dithiolane",{''}
1046,79086,3-Methylbutyl isothiocyanate,{'green'}
1047,79105,"3,3-Dimethylcyclohexanol",{''}
1048,79803,1-Pyrroline,"{'shrimp', 'ammoniacal'}"
1049,79828,"Tetrasulfide, dimethyl","{'meaty', 'sulfur', 'garlic', 'cabbage'}"
1050,79990,"4-Ethyl-1,2-dimethoxybenzene","{'musty', 'earthy'}"
1051,80046,Diisopropyl trisulfide,"{'sulfury', 'garlic'}"
1052,80790,Carvacryl methyl ether,"{'spicy', 'leafy', 'herbal'}"
1053,80796,Lauryl 3-mercaptopropionate,{''}
1054,81221,"2,4-Dimethylanisole","{'spicy', 'herbal'}"
1055,81263,Rhodinol,{''}
1056,81964,2-Phenylethyl pentanoate,"{'rose', 'leaf', 'fruity'}"
1057,82227,7785-70-8,{''}
1058,82229,l-alpha-Fenchone,"{'camphor', 'woody', 'earthy', 'herbal'}"
1059,82336,Methyl 2-(dimethylamino)benzoate,"{'leaf', 'fruity', 'orange'}"
1060,83036,13002-09-0,"{'fermented', 'fruity', 'ethereal', 'green', 'alcoholic'}"
1061,84234,Methyl phenyl disulfide,"{'pungent', 'radish', 'turnup'}"
1062,84532,Isopinocamphone,"{'camphoreous', 'cedar'}"
1063,84825,rosefuran,"{'caramel', 'minty', 'mint', 'green'}"
1064,85053,2-Ethylthiazole,"{'nutty', 'green'}"
1065,85519,3-(Methylthio)propyl acetate,"{'fatty', 'ester'}"
1066,85522,Methyl (methylthio)acetate,"{'cooked', 'nut', 'fruity', 'roasted nut', 'cooked potato', 'potato', 'roasted', 'tropical'}"
1067,85704,Naringen,{'bland'}
1068,85730,14400-67-0,"{'caramel', 'ester', 'fruity'}"
1069,86597,alpha-Bisabolene,"{'spicy', 'balsamic'}"
1070,86608,alpha-Bergamotene,{''}
1071,86609,.alpha.-Cubebene,"{'waxy', 'wax', 'herb', 'herbal'}"
1072,86752,4-Menthen-8-ol,"{'metal', 'ginger'}"
1073,86753,p-Menth-1-en-9-ol,"{'fruit', 'herb', 'fruity', 'herbal'}"
1074,86818,2-methyl-3-[4-(propan-2-yl)cyclohex-1-en-1-yl]propanal,"{'spicy', 'herbal'}"
1075,87436,4-Pentenyl isothiocyanate,"{'mustard', 'horseradish'}"
1076,87466,2-Propylpyrazine,"{'vegetable', 'nutty', 'green'}"
1077,87793,2-Hexylthiophene,"{'fruity', 'gassy', 'floral', 'meaty', 'green'}"
1078,88290,19872-52-7,"{'blackcurrant', 'meaty', 'cat-urine', 'box tree', 'sulfurous'}"
1079,88454,Hexyl propionate,"{'fruit', 'fruity', 'musty', 'green', 'melon', 'rotting', 'pear'}"
1080,88460,Galegine sulfate,{'bitter'}
1081,89306,2-Bornyl propionate,"{'fruit', 'woody', 'pungent', 'lavender', 'turpentine', 'camphor', 'pine'}"
1082,89316,"Cyclohexene, 4-ethenyl-4-methyl-3-(1-methylethenyl)-1-(1-methylethyl)-, (3R-trans)-","{'wood', 'woody'}"
1083,89421,dl-Codamine,{'bitter'}
1084,89594,nicotine,{'bitter'}
1085,89755,(+)-Dihydrocarveol,{''}
1086,90246,S-Methyl 3-methylbutanethioate,"{'sharp', 'sulfury', 'fermented', 'tomato', 'acrid', 'cheese', 'mushroom', 'ripe'}"
1087,90716,6-Methylheptanoic acid,{''}
1088,91354,Aromadendrene,"{'wood', 'woody'}"
1089,91457,beta-Eudesmol,"{'wood', 'green'}"
1090,91496,"Limonene 1,2-epoxide",{'fruit'}
1091,92116,"(4R,4aR)-1,1,4,7-tetramethyl-1a,2,3,4,4a,5,6,7b-octahydrocyclopropa[e]azulene","{'wood', 'balsam', 'balsamic'}"
1092,92138,Elemol,"{'wood', 'woody', 'sweet', 'green'}"
1093,92139,Curcumene,{'herb'}
1094,92221,(+)-Camphene,"{'woody', 'fir', 'fresh', 'camphor', 'herbal'}"
1095,92231,Spathulenol,{''}
1096,92313,(-)-gamma-cadinene,{''}
1097,92649,57074-34-7,{''}
1098,92762,alpha-Eudesmol,{''}
1099,92780,Crypton,"{'woody', 'caraway', 'cumin', 'spice', 'herbal'}"
1100,92794,Prunin,{'bitter'}
1101,93046,"2,10-Epoxypinane",{''}
1102,93081,beta-Cubebene,"{'fruit', 'citrus', 'fruity'}"
1103,93236,"2,3,5-Trithiahexane","{'strong', 'onion', 'sulfurous'}"
1104,94060,58461-27-1,"{'herb', 'herbal'}"
1105,94164,Santalene,{'woody'}
1106,94174,"(1aR,4S,4aS,7R,7aS)-1,1,4,7-tetramethyl-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulen-4-ol","{'fruity', 'sweet', 'minty', 'green', 'tropical', 'herbal'}"
1107,94217,"p-Menth-8-ene-1,2-diol","{'minty', 'cool'}"
1108,94254,3242-08-8,{''}
1109,94314,sec-Butyl Disulfide,{''}
1110,94378,Paradol,"{'spicy', 'herbal'}"
1111,94579,Isopulegol acetate,"{'woody', 'leaf', 'sweet', 'peppermint', 'tropical', 'mint'}"
1112,95337,2-Hexyl-1-decanol,{''}
1113,95495,"6,10-Dimethyl-2-undecanone",{''}
1114,96923,1-Hexadecanesulfonyl chloride,{''}
1115,97730,2-Nonenoic acid,{'fatty'}
1116,98043,Nerolidyl acetate,{''}
1117,98251,"2,4-Dimethylcyclohexanol",{''}
1118,98280,2-amino-3-(prop-2-en-1-ylsulfanyl)propanoic acid,"{'cooked', 'roasted'}"
1119,98497,Campholenic aldehyde,"{'woody', 'green', 'amber', 'leafy', 'herbal'}"
1120,98781,Allyl propyl sulfide,"{'onion', 'garlic', 'green'}"
1121,99967,Grosheimin,{'bitter'}
1122,100031,4-Isopropenyl-1-methyl-7-oxabicyclo[4.1.0]heptan-2-one,"{'spearmint', 'minty'}"
1123,101010,"2-Methyl-4-propyl-1,3-oxathiane","{'galbanum', 'pineapple', 'green', 'tropical', 'tropica'}"
1124,101115,"2,6,6-trimethyl-2-hydroxycyclohexanone","{'tobacco', 'sweet', 'herbal'}"
1125,101716,Globulol,"{'floral', 'rose'}"
1126,101750,p-Camphorene,"{'low', 'solvent', 'diterpene'}"
1127,102024,cis-Carvyl acetate,{''}
1128,102550,Lavender lactone,"{'minty', 'fruity'}"
1129,102611,6-methyl-2-(oxiran-2-yl)hept-5-en-2-ol,"{'flower', 'floral', 'green', 'wood', 'earthy', 'herbal'}"
1130,102667,Pinocarveol,"{'woody', 'balsam', 'camphor', 'pine', 'herbal'}"
1131,102861,24851-98-7,"{'oily', 'jasmin', 'floral', 'green', 'lactonic', 'tropical', 'natural'}"
1132,104620,"4,5-Dimethyl-2-propyloxazole","{'roasted', 'burnt'}"
1133,104722,"1-(3,6-dimethylpyrazin-2-yl)ethanone","{'hazelnut', 'roasted', 'popcorn'}"
1134,106441,2-isopropyl-6-methoxypyrazine,{''}
1135,107152,"Azulene, 1,2,3,4,5,6,7,8-octahydro-1,4-dimethyl-7-(1-methylethenyl)-, (1S,4S,7R)-","{'woody', 'balsam', 'sweet', 'peppery', 'balsamic', 'wood'}"
1136,107153,3695-24-7,{''}
1137,107166,3738-00-9,"{'ambergris', 'old paper', 'sweet', 'labdanum', 'dry'}"
1138,107217,Fenchyl acetate,"{'sweet', 'fir', 'fresh', 'citrus', 'pine', 'herbal'}"
1139,107561,(-)-piperitone,"{'pungent', 'peppermint', 'minty'}"
1140,107689,L-Lactic acid,"{'acidic', 'odorless'}"
1141,107905,(-)-Epicatechin gallate,{'bitter'}
1142,107971,Daidzin,{'bitter'}
1143,110664,Cycloionone,{''}
1144,110968,2-Ethyl-1-hexanethiol,{''}
1145,111037,Alpha-Terpinyl Acetate,"{'lime', 'wax', 'sweet', 'lavender', 'bergamot', 'citrus', 'pine', 'herbal'}"
1146,111274,UNII-R1AUQ945JN,"{'minty', 'mint', 'fresh'}"
1147,115221,Ginkgolide A,{'bitter'}
1148,117754,1-Tridecyne,{''}
1149,119900,valofin,"{'cooling', 'woody', 'fruity', 'sweet', 'bitter'}"
1150,121677,"1,1,6-Trimethyl-1,2-dihydronaphthalene",{'licorice'}
1151,121694,"2,5-Dimethyl-4-ethyloxazole","{'roasted', 'burnt'}"
1152,121719,Pinocarvone,{'minty'}
1153,122485,"(1r,4r)-4-isopropyl-1-methylcyclohex-2-en-1-ol",{'herb'}
1154,123136,Allyl radical,{''}
1155,123388,Ethyl methyl disulfide,"{'truffle', 'sulfurous'}"
1156,125468,Tiglic Acid,"{'woody', 'spicy', 'sweet', 'caramel', 'dry'}"
1157,137065,"1,3-Diphenyl-1-butanone",{''}
1158,137640,2564-86-5,{''}
1159,138818,Methanedithiol,{'pungent'}
1160,138824,"3,7,11-Trimethyl-1-dodecanol",{''}
1161,141850,1-Phenylethanethiol,"{'meaty', 'tropical', 'floral', 'sulfurous'}"
1162,142266,Benzyl 3-oxobutanoate,"{'benzyl propionate', 'fruity', 'sweet', 'floral', 'benzyl acetate'}"
1163,145386,Phytol,{''}
1164,145659,Sinensetin,{'bitter'}
1165,146586,Prenylthiol,"{'smoke', 'amine', 'onion', 'leek', 'sulfurous'}"
1166,151199,2-(4-Methoxyphenoxy)propanoic acid,{'bland'}
1167,155007,Lilac aldehyde,"{'lilac', 'floral'}"
1168,155626,"P-Mentha-2,8-dien-1-ol",{''}
1169,159055,D-Camphor,"{'woody', 'camphor', 'minty', 'bitter', 'phenolic', 'medicinal', 'herbal'}"
1170,160799,Cedrelanol,"{'odorless', 'balsam', 'earthy'}"
1171,161120,Ginkgolide C,{'bitter'}
1172,162293,"2,4-Dimethyl-5-ethylthiazole","{'earth', 'nutty', 'meaty', 'roasted', 'earthy'}"
1173,162392,9-Decenal,"{'floral', 'rose', 'waxy', 'dewy', 'aldehydic'}"
1174,162458,Methyl N-formylanthranilate,"{'grape', 'fruity'}"
1175,162464,Cirsilineol,{''}
